code,response
"import React from 'react';
import { reduxForm } from 'redux-form';
import PropTypes from 'prop-types';
import { withStyles } from 'material-ui/styles';
import TextFieldForm from '../../../forms/textFieldForm';

const messages = {
  label: 'Justification',
  placeholder: 'Provide justification of retraction',
};

const styleSheet = () => ({
  spread: {
    minWidth: 500,
  },
});

const WithdrawAward = (props) => {
  const { classes, handleSubmit } = props;
  return (
    <form onSubmit={handleSubmit}>
      <TextFieldForm
        className={classes.spread}
        label={messages.label}
        placeholder={messages.placeholder}
        fieldName=""withdraw_reason""
        textFieldProps={{
          multiline: true,
          InputProps: {
            inputProps: {
              maxLength: '5000',
            },
          },
        }}
      />
    </form >
  );
};

WithdrawAward.propTypes = {
  /**
   * callback for form submit
   */
  handleSubmit: PropTypes.func.isRequired,
  classes: PropTypes.object,
};

const formWithdrawAward = reduxForm({
  form: 'withdrawApplication',
})(WithdrawAward);

export default withStyles(styleSheet)(formWithdrawAward);
","Generate a React component that uses redux-form to manage form state. The component should be a form with a single text field named ""withdraw_reason"" with a label and placeholder. The text field should allow for multiple lines of text and have a maximum length of 5000 characters."
"import React from 'react';
import { action } from '@storybook/addon-actions';

import Action from '../Action';

const myAction = {
	label: 'Click me',
	'data-feature': 'actionfile',
	icon: 'talend-upload',
	onChange: action('You changed me'),
	displayMode: 'file',
};

export default {
	title: 'Buttons/File',
	decorators: [story => <div className=""col-lg-offset-2 col-lg-8"">{story()}</div>],
};

export const Default = () => (
	<div>
		<p>By default :</p>
		<Action id=""default"" {...myAction} />
		<p>With hideLabel option</p>
		<Action id=""hidelabel"" {...myAction} hideLabel />
		<p>In progress</p>
		<Action id=""inprogress"" {...myAction} inProgress />
		<p>Disabled</p>
		<Action id=""disabled"" {...myAction} disabled />
		<p>Reverse display</p>
		<Action id=""reverseDisplay"" {...myAction} iconPosition=""right"" />
		<p>Transform icon</p>
		<Action id=""reverseDisplay"" {...myAction} iconTransform=""rotate-180"" />
		<p>Custom tooltip</p>
		<Action id=""default"" {...myAction} tooltipLabel=""Custom label here"" />
		<p>Bootstrap style</p>
		<Action id=""default"" {...myAction} bsStyle=""primary"" tooltipLabel=""Custom label here"" />
		<Action
			id=""default""
			{...myAction}
			className=""btn-default btn-inverse""
			tooltipLabel=""Custom label here""
		/>
	</div>
);
","Generate a React component story for the Action component's ""File"" display mode. Include examples of different states and options, such as default, hidden label, in progress, disabled, reverse display, transformed icon, custom tooltip, Bootstrap style, and custom class name."
"/**
 * External Dependencies
 */
import React from 'react';

/**
 * Internal Dependencies
 */
import i18n from 'lib/mixins/i18n';
import titleActions from 'lib/screen-title/actions';
import Main from './main';

export default {
	acceptInvite( context ) {
		titleActions.setTitle( i18n.translate( 'Accept Invite', { textOnly: true } ) );

		React.unmountComponentAtNode( document.getElementById( 'secondary' ) );

		React.render(
			React.createElement( Main, context.params ),
			document.getElementById( 'primary' )
		);
	}
};
",Generate the code to change the title and render the main component when a user accepts an invitation.
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ActionSettingsCell = (props) => (
  <SvgIcon {...props}>
    <path d=""M7 24h2v-2H7v2zm4 0h2v-2h-2v2zm4 0h2v-2h-2v2zM16 .01L8 0C6.9 0 6 .9 6 2v16c0 1.1.9 2 2 2h8c1.1 0 2-.9 2-2V2c0-1.1-.9-1.99-2-1.99zM16 16H8V4h8v12z""/>
  </SvgIcon>
);
ActionSettingsCell = pure(ActionSettingsCell);
ActionSettingsCell.displayName = 'ActionSettingsCell';
ActionSettingsCell.muiName = 'SvgIcon';

export default ActionSettingsCell;
","Create a React component using the `recompose/pure` HOC, the `SvgIcon` component, and a path with specific coordinates to render an icon for a settings cell."
"/**
 *
 * BlockLink
 */

import React from 'react';
import { FormattedMessage } from 'react-intl';
import cn from 'classnames';
import PropTypes from 'prop-types';

import styles from './styles.scss';

function BlockLink({ content, isDocumentation, link, title }) {
  return (
    <a
      className={cn(
        styles.blockLink,
        isDocumentation ? styles.blockLinkDocumentation : styles.blockLinkCode,
      )}
      href={link}
      target=""_blank""
    >
      <FormattedMessage {...title} />
      <FormattedMessage {...content}>{message => <p>{message}</p>}</FormattedMessage>
    </a>
  );
}

BlockLink.propTypes = {
  content: PropTypes.object.isRequired,
  isDocumentation: PropTypes.bool.isRequired,
  link: PropTypes.string.isRequired,
  title: PropTypes.object.isRequired,
};

export default BlockLink;
","Generate the React code for a stateless functional component called `BlockLink` that takes the following props: `content`, `isDocumentation`, `link`, and `title`. The component should contain a link that opens in a new tab and displays the title and content passed in as props. The link should have appropriate styling depending on whether `isDocumentation` is true (documentation styling) or false (code styling). Use classnames for styling."
"import React from 'react';
import classes from './Counter.scss';

export const Counter = (props) => (
  <div>
    <h2 className={classes.counterContainer}>
      Counter:
      {' '}
      <span className={classes['counter--green']}>
        {props.counter}
      </span>
    </h2>
    <button className=""btn btn-default"" onClick={props.increment}>
      Increment
    </button>
    {' '}
    <button className=""btn btn-default"" onClick={props.doubleAsync}>
      Double (Async)
    </button>
  </div>
);

Counter.propTypes = {
  counter: React.PropTypes.number.isRequired,
  doubleAsync: React.PropTypes.func.isRequired,
  increment: React.PropTypes.func.isRequired
};

export default Counter;
","Generate a React component that displays a counter with increment and double async button handlers. The component should have a counter container with a green counter value and two buttons, one for incrementing and one for doubling the counter asynchronously."
"import React from 'react'
import PropTypes from 'prop-types'

const Body = ({children}) => {
  return (
    <div className='box-tools'>
      {children}
    </div>
  )
}

Body.propTypes = {
  children: PropTypes.node
}

export default Body
",Describe a reusable React component which takes in one prop children and renders children.
"import React from 'react';

export function Newsletter() {
	return (
		<section className=""newsletter bg-black white pt3 pt5-m"">
			<div id=""mc_embed_signup"" className=""grid"">
				<div className=""grid-item w-10 push-1"">
					<h3 className=""f2"">Our newsletter</h3>
				</div>
				<form
					className=""grid-item w-10 push-1 validate justify-end""
					action=""//fathomlondon.us16.list-manage.com/subscribe/post?u=9e5fce7688712fa6bf674d034&amp;id=adf3cf97ef""
					method=""post""
					id=""mc-embedded-subscribe-form""
					name=""mc-embedded-subscribe-form""
					target=""_blank""
				>
					<div id=""mc_embed_signup_scroll"">
						<div className=""mc-field-group"">
							<label htmlFor=""mce-EMAIL"" className=""label light-grey"">
								Email Address
							</label>
							<input
								type=""email""
								required
								placeholder=""you@email.com""
								name=""EMAIL""
								className=""required email""
								id=""mce-EMAIL""
							/>
						</div>

						<div id=""mce-responses"" className=""clear"">
							<div
								className=""response""
								id=""mce-error-response""
								style={{ display: 'none' }}
							/>
							<div
								className=""response""
								id=""mce-success-response""
								style={{ display: 'none' }}
							/>
						</div>

						{/* real people should not fill this in and expect good things - do not remove this or risk form bot signups */}
						<div style={{ position: 'absolute', left: '-5000px' }} hidden>
							<input
								type=""text""
								name=""b_9e5fce7688712fa6bf674d034_adf3cf97ef""
								tabIndex=""-1""
							/>
						</div>

						<div className=""flex justify-end"">
							<input
								type=""submit""
								value=""Subscribe""
								name=""subscribe""
								title=""Subscribe""
								aria-label=""Subscribe""
								id=""mc-embedded-subscribe""
								className=""button mt1 hover-bg-white hover-black""
							/>
						</div>
					</div>
				</form>
			</div>
		</section>
	);
}
","Generate React component code for a newsletter signup form, with a grid layout and designed with accessibility in mind."
"/**
 * 在球场
 * zaiqiuchang.com
 */

import React from 'react'
import {StyleSheet, View, Image, TouchableOpacity} from 'react-native'
import flattenStyle from 'flattenStyle'

import {COLOR} from '../../config'
import * as helpers from '../../helpers'
import * as components from '../'

export default ({playIconVisible = false, duration, onPress, containerStyle,
  style, playIconStyle, ...props}) => {
  let child = <Image style={style} {...props} />
  if (onPress) {
    let {width, height} = flattenStyle(style)
    let {fontSize} = flattenStyle([styles.playIcon, playIconStyle])
    let left = Math.floor((width - fontSize) / 2)
    let top = Math.floor((height - fontSize) / 2)
    return (
      <TouchableOpacity onPress={onPress} style={containerStyle}>
        {child}

        {playIconVisible
          ? <components.Icon
            name='play-circle-outline'
            style={[styles.playIcon, playIconStyle, {top, left}]} />
          : null}

        {duration
          ? <components.Text style={styles.durationText}>
            {helpers.durationText(duration)}
          </components.Text>
          : null}
      </TouchableOpacity>
    )
  } else {
    return (
      <View style={containerStyle}>
        {child}
      </View>
    )
  }
}

const styles = StyleSheet.create({
  playIcon: {
    position: 'absolute',
    top: 0,
    left: 0,
    color: COLOR.textLightNormal,
    opacity: 0.8,
    backgroundColor: 'transparent',
    fontSize: 36
  },
  durationText: {
    position: 'absolute',
    bottom: 0,
    right: 0,
    color: COLOR.textLightNormal,
    fontSize: 12,
    padding: 5
  }
})
","Generate the code snippet for a React Native component that displays an image and optionally includes a play icon and duration text. The component should support the following features:

* Display an image.
* Optionally display a play icon in the center of the image.
* Optionally display duration text in the bottom right corner of the image.
* Handle onPress events.
* Allow for customization of the image, play icon, and duration text styles."
"import React from 'react'
import { webcastPropType } from '../../utils/webcastUtils'

const EmbedDacast = (props) => {
  const channel = props.webcast.channel
  const file = props.webcast.file
  const iframeSrc = `https://iframe.dacast.com/b/${channel}/c/${file}`
  return (
    <iframe
      src={iframeSrc}
      width=""100%""
      height=""100%""
      frameBorder=""0""
      scrolling=""no""
      player=""vjs5""
      autoPlay=""true""
      allowFullScreen
      webkitallowfullscreen
      mozallowfullscreen
      oallowfullscreen
      msallowfullscreen
    />
  )
}

EmbedDacast.propTypes = {
  webcast: webcastPropType.isRequired,
}

export default EmbedDacast
","Create a React component that embeds a Dacast video using an iframe. The component should take a webcast object as a prop, which includes a channel and file property. The iframe source should be constructed using the channel and file properties."
"import React from 'react';

export default React.createClass({
    displayName: 'CompareImages',

    propTypes: {
        images: React.PropTypes.array.isRequired,
    },

    getInitialState() {
        return {
            sliderCss: {},
            leftImageCss: {},
            imgCss: {},
            enableMouseMoveListener: false,
        };
    },

    componentDidMount() {
        window.addEventListener('resize', this.initSlider);
    },

    componentWillUnmount() {
        window.removeEventListener('resize', this.initSlider);
    },

    onImgLoad(e) {
        this.imgWidth = e.target.naturalWidth;
        this.imgHeight = e.target.naturalHeight;

        this.initSlider();
    },

    initSlider() {
        if (!this.imgWidth || !this.imgHeight) {
            return;
        }

        let imgWidth;
        let imgHeight;
        let sliderWidth;
        let sliderHeight;

        const viewportWidth = Math.max(document.documentElement.clientWidth, window.innerWidth || 0);
        const viewportHeight = Math.max(document.documentElement.clientHeight, window.innerHeight || 0);

        if (this.imgWidth >= this.imgHeight) {
            imgWidth = '90vw';
            imgHeight = 'auto';

            sliderWidth = '90vw';
            sliderHeight = Math.floor((1 - ((this.imgWidth - viewportWidth * 0.8) / this.imgWidth)) * this.imgHeight);
        }
        else {
            imgWidth = 'auto';
            imgHeight = '90vh';

            sliderWidth = Math.floor((1 - ((this.imgHeight - viewportHeight * 0.8) / this.imgHeight)) * this.imgWidth);
            sliderHeight = '90vh';
        }

        this.setState({
            imgCss: Object.assign({}, this.state.imgCss, {
                width: imgWidth,
                height: imgHeight,
            }),
            sliderCss: Object.assign({}, this.state.sliderCss, {
                width: sliderWidth,
                height: sliderHeight,
            }),
            leftImageCss: Object.assign({}, this.state.leftImageCss, {
                width: Math.floor(sliderWidth * 0.5),
                maxWidth: sliderWidth - 2,
            }),
        });
    },

    slideResize(e) {
        e.preventDefault();

        if (this.state.enableMouseMoveListener) {
            const width = (e.offsetX === undefined) ? e.pageX - e.currentTarget.offsetLeft : e.offsetX;

            this.setState({
                leftImageCss: Object.assign({}, this.state.leftImageCss, {
                    width
                })
            });
        }
    },

    enableSliderDrag(e) {
        e.preventDefault();

        this.setState({
            sliderCss: Object.assign({}, this.state.sliderCss, {
                cursor: 'ew-resize'
            }),
            enableMouseMoveListener: true,
        });
    },

    disableSliderDrag(e) {
        e.preventDefault();

        this.setState({
            sliderCss: Object.assign({}, this.state.sliderCss, {
                cursor: 'normal'
            }),
            enableMouseMoveListener: false,
        });
    },

    render() {
        return (
            <div className=""slider""
                ref=""slider""
                style={this.state.sliderCss}
                onMouseMove={this.slideResize}
                onMouseDown={this.enableSliderDrag}
                onMouseUp={this.disableSliderDrag}
            >
                <div className=""left image"" style={this.state.leftImageCss}>
                    <img src={this.props.images[0]} style={this.state.imgCss} onLoad={this.onImgLoad} />
                </div>
                <div className=""right image"">
                    <img src={this.props.images[1]} style={this.state.imgCss} />
                </div>
            </div>
        );
    }
});
",Provide an example React component that allows users to compare two images side-by-side with the ability to drag a slider to adjust the width of each image.
"'use strict';

import React from 'react';
import classnames from 'classnames';

var getDotCount = function (spec) {
  var dots;
  dots = Math.ceil(spec.slideCount / spec.slidesToScroll);
  return dots;
};


export var Dots = React.createClass({

  clickHandler: function (options, e) {
    // In Autoplay the focus stays on clicked button even after transition
    // to next slide. That only goes away by click somewhere outside
    e.preventDefault();
    this.props.clickHandler(options);
  },
  render: function () {

    var dotCount = getDotCount({
      slideCount: this.props.slideCount,
      slidesToScroll: this.props.slidesToScroll
    });

    // Apply join & split to Array to pre-fill it for IE8
    //
    // Credit: http://stackoverflow.com/a/13735425/1849458
    var dots = Array.apply(null, Array(dotCount + 1).join('0').split('')).map((x, i) => {

      var leftBound = (i * this.props.slidesToScroll);
      var rightBound = (i * this.props.slidesToScroll) + (this.props.slidesToScroll - 1);
      var className = classnames({
        'slick-active': (this.props.currentSlide >= leftBound) && (this.props.currentSlide <= rightBound)
      });

      var dotOptions = {
        message: 'dots',
        index: i,
        slidesToScroll: this.props.slidesToScroll,
        currentSlide: this.props.currentSlide
      };

      var onClick = this.clickHandler.bind(this, dotOptions);

      return (
        <li key={i} className={className}>
          {React.cloneElement(this.props.customPaging(i), {onClick})}
        </li>
      );
    });

    return (
      <ul className={this.props.dotsClass} style={{display: 'block'}}>
        {dots}
      </ul>
    );

  }
});
","Generate code for a React component that displays pagination dots for a carousel, with the following specifications:

* The component should take props for the total number of slides, the number of slides to scroll per click, the current slide index, and a custom paging function to customize the appearance of each dot.
* The component should calculate the number of dots based on the total number of slides and the number of slides to scroll per click.
* Each dot should be rendered as a `<li>` element with a `className` that includes the `slick-active` class if the current slide index is within the range of slides represented by that dot.
* When a dot is clicked, the component should call the `clickHandler` prop function with the dot's index, the number of slides to scroll per click, and the current slide index."
"import React, { Component } from 'react';
import PropTypes from 'prop-types';

class Announcer extends Component {
    constructor(props) {
      super(props);

      this.state = {
        text: ''
      }
    }

    static propTypes = {
      text: PropTypes.string,
      politeness: PropTypes.string
    }

    static defaultProps = {
      className: '',
      politeness: 'polite'
    }

    UNSAFE_componentWillReceiveProps(nextProps) {
      const currentAnnouncement = this.state.text;
      let nextAnnouncement = nextProps.text;

      if (nextAnnouncement === currentAnnouncement) {
        nextAnnouncement = nextAnnouncement + '\u00A0';
      }

      this.setState(prevState => ({
        text: nextAnnouncement
      }));
    }

    defaultStyles = {
        position: 'absolute',
        visibility: 'visible',
        overflow: 'hidden',
        display: 'block',
        width: '1px',
        height: '1px',
        margin: '-1px',
        border: '0',
        padding: '0',
        clip: 'rect(0px, 0px, 0px, 0px)',
        clipPath: 'polygon(0px 0px, 0px 0px, 0px 0px, 0px 0px)',
        whiteSpace: 'nowrap'
    }

    render() {
        const { className, text, politeness, ...props } = this.props;
        const styles = className ? {} : this.defaultStyles;
        return (
            <div
                aria-atomic
                aria-live={politeness}
                style={styles}
                className={className}
                {...props}
            >
                {
                    this.state.text.length ?
                    <p>{this.state.text}</p> :
                    null
                }
            </div>
        )
    }
}

export default Announcer;
",Draft an accessible React component that provides a screen reader only message to users.
"import React from 'react';

export default class Hello extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      message: 'Loading...'
    };

    this.fetchMessage();
  }

  fetchMessage() {
    fetch('/message.json')
      .then((response) => response.json())
      .then((data) => this.setState({ message: data.message }));
  }

  render() {
    return (
      <div className=""hello"">
        <h1 className=""hello__message"">{this.state.message}</h1>
      </div>
    );
  }
}
","Generate a React component that fetches a message from a JSON file and displays it on the screen. The component should have a state variable to store the message and a method to fetch the message. The component should render a div with a class of ""hello"" and a h1 with a class of ""hello__message"" that displays the message."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ActionDelete = (props) => (
  <SvgIcon {...props}>
    <path d=""M6 19c0 1.1.9 2 2 2h8c1.1 0 2-.9 2-2V7H6v12zM19 4h-3.5l-1-1h-5l-1 1H5v2h14V4z""/>
  </SvgIcon>
);
ActionDelete = pure(ActionDelete);
ActionDelete.displayName = 'ActionDelete';
ActionDelete.muiName = 'SvgIcon';

export default ActionDelete;
","Create a React component called ""ActionDelete"" that renders an SVG icon representing the ""Delete"" action. The SVG icon should have a height and width of 24px, and should include a path with the coordinates for the icon's shape. The component should be pure and should have a display name of ""ActionDelete""."
"import React from 'react';
import { Link } from 'react-router';

class Sidebar extends React.Component {

  render () {
    var assignments = COURSES[this.props.params.courseId].assignments

    return (
      <div>
        <h3>Sidebar Assignments</h3>
        <ul>
          {assignments.map(assignment => (
            <li key={assignment.id}>
              <Link to={`/course/${this.props.params.courseId}/assignments/${assignment.id}`}>
                {assignment.title}
              </Link>
            </li>
          ))}
        </ul>
      </div>
    );
  }

}

export default Sidebar;

","Generate the code to render the sidebar for a course which displays a title, all the assignments under the course, and allows for each assignment to be clicked and redirect to the assignment specific page."
"import React from 'react';
import { parse } from 'react-docgen';
import CodeExample from '../../../components/CodeExample';
import ComponentHeader from '../../../components/ComponentHeader';
import PropTypeDescription from '../../../components/PropTypeDescription';

import Demo from './Demo';
// eslint-disable-next-line
import demoCode from '!raw-loader!./Demo';
// eslint-disable-next-line
import componentCode from '!raw-loader!ringcentral-widgets/components/PresenceSettingSection';

const PresenceSettingSectionPage = () => {
  const info = parse(componentCode);
  return (
    <div>
      <ComponentHeader name=""PresenceSettingSection"" description={info.description} />
      <CodeExample
        code={demoCode}
        title=""PresenceSettingSection Example""
      >
        <Demo />
      </CodeExample>
      <PropTypeDescription componentInfo={info} />
    </div>
  );
};

export default PresenceSettingSectionPage;
","Generate the React component for a settings section that allows the user to select their presence status. This component should have the following functionality:
- Parse the component code to extract its description and prop types.
- Display a header with the component's name and description.
- Provide a code example that demonstrates how to use the component.
- Display a table of the component's props and their descriptions."
"import React from 'react';
import { Link } from 'react-router';
import classnames from 'classnames';

import { experimentL10nId } from '../lib/utils';

const ONE_DAY = 24 * 60 * 60 * 1000;
const ONE_WEEK = 7 * ONE_DAY;
const MAX_JUST_LAUNCHED_PERIOD = 2 * ONE_WEEK;
const MAX_JUST_UPDATED_PERIOD = 2 * ONE_WEEK;

export default class ExperimentRowCard extends React.Component {
  l10nId(pieces) {
    return experimentL10nId(this.props.experiment, pieces);
  }

  render() {
    const { hasAddon, experiment, enabled, isAfterCompletedDate } = this.props;

    const { description, title, thumbnail, subtitle, slug } = experiment;
    const installation_count = (experiment.installation_count) ? experiment.installation_count : 0;
    const isCompleted = isAfterCompletedDate(experiment);

    return (
      <Link id=""show-detail"" to={`/experiments/${slug}`} onClick={(evt) => this.openDetailPage(evt)}
        className={classnames('experiment-summary', {
          enabled,
          'just-launched': this.justLaunched(),
          'just-updated': this.justUpdated(),
          'has-addon': hasAddon
        })}
      >
        <div className=""experiment-actions"">
          {enabled && <div data-l10n-id=""experimentListEnabledTab"" className=""tab enabled-tab""></div>}
          {this.justLaunched() && <div data-l10n-id=""experimentListJustLaunchedTab"" className=""tab just-launched-tab""></div>}
          {this.justUpdated() && <div data-l10n-id=""experimentListJustUpdatedTab"" className=""tab just-updated-tab""></div>}
        </div>
        <div className=""experiment-icon-wrapper""
          style={{
            backgroundColor: experiment.gradient_start,
            backgroundImage: `linear-gradient(135deg, ${experiment.gradient_start}, ${experiment.gradient_stop}`
          }}>
          <div className=""experiment-icon"" style={{
            backgroundImage: `url(${thumbnail})`
          }}></div>
        </div>
      <div className=""experiment-information"">
        <header>
          <h3>{title}</h3>
          {subtitle && <h4 data-l10n-id={this.l10nId('subtitle')} className=""subtitle"">{subtitle}</h4>}
          <h4>{this.statusMsg()}</h4>
        </header>
        <p data-l10n-id={this.l10nId('description')}>{description}</p>
        { this.renderInstallationCount(installation_count, isCompleted) }
        { this.renderManageButton(enabled, hasAddon, isCompleted) }
      </div>
    </Link>
    );
  }

  // this is set to 100, to accomodate Tracking Protection
  // which has been sending telemetry pings via installs from dev
  // TODO: figure out a non-hack way to toggle user counts when we have
  // telemetry data coming in from prod
  renderInstallationCount(installation_count, isCompleted) {
    if (installation_count <= 100 || isCompleted) return '';
    return (
      <span className=""participant-count""
            data-l10n-id=""participantCount""
            data-l10n-args={JSON.stringify({ installation_count })}>{installation_count}</span>
    );
  }

  renderManageButton(enabled, hasAddon, isCompleted) {
    if (enabled && hasAddon) {
      return (
        <div className=""button card-control secondary"" data-l10n-id=""experimentCardManage"">Manage</div>
      );
    } else if (isCompleted) {
      return (
        <div className=""button card-control secondary"" data-l10n-id=""experimentCardLearnMore"">Learn More</div>
      );
    }
    return (
      <div className=""button card-control default"" data-l10n-id=""experimentCardGetStarted"">Get Started</div>
    );
  }

  justUpdated() {
    const { experiment, enabled, getExperimentLastSeen } = this.props;

    // Enabled trumps launched.
    if (enabled) { return false; }

    // If modified awhile ago, don't consider it ""just"" updated.
    const now = Date.now();
    const modified = (new Date(experiment.modified)).getTime();
    if ((now - modified) > MAX_JUST_UPDATED_PERIOD) { return false; }

    // If modified since the last time seen, *do* consider it updated.
    if (modified > getExperimentLastSeen(experiment)) { return true; }

    // All else fails, don't consider it updated.
    return false;
  }

  justLaunched() {
    const { experiment, enabled, getExperimentLastSeen } = this.props;

    // Enabled & updated trumps launched.
    if (enabled || this.justUpdated()) { return false; }

    // If created awhile ago, don't consider it ""just"" launched.
    const now = Date.now();
    const created = (new Date(experiment.created)).getTime();
    if ((now - created) > MAX_JUST_LAUNCHED_PERIOD) { return false; }

    // If never seen, *do* consider it ""just"" launched.
    if (!getExperimentLastSeen(experiment)) { return true; }

    // All else fails, don't consider it launched.
    return false;
  }

  statusMsg() {
    const { experiment } = this.props;

    if (experiment.completed) {
      const delta = (new Date(experiment.completed)).getTime() - Date.now();
      if (delta < 0) {
        return '';
      } else if (delta < ONE_DAY) {
        return <span className=""eol-message"" data-l10n-id=""experimentListEndingTomorrow"">Ending Tomorrow</span>;
      } else if (delta < ONE_WEEK) {
        return <span className=""eol-message"" data-l10n-id=""experimentListEndingSoon"">Ending Soon</span>;
      }
    }
    return '';
  }

  openDetailPage(evt) {
    const { navigateTo, eventCategory, experiment, sendToGA } = this.props;
    const { title } = experiment;

    evt.preventDefault();

    sendToGA('event', {
      eventCategory,
      eventAction: 'Open detail page',
      eventLabel: title
    });
    navigateTo(`/experiments/${experiment.slug}`);
  }

}

ExperimentRowCard.propTypes = {
  experiment: React.PropTypes.object.isRequired,
  hasAddon: React.PropTypes.bool.isRequired,
  enabled: React.PropTypes.bool.isRequired,
  eventCategory: React.PropTypes.string.isRequired,
  getExperimentLastSeen: React.PropTypes.func.isRequired,
  sendToGA: React.PropTypes.func.isRequired,
  navigateTo: React.PropTypes.func.isRequired,
  isAfterCompletedDate: React.PropTypes.func
};
",Provide a concise description of this React component's purpose and functionality.
