output,prompt
"import React from 'react';
import { parse } from 'react-docgen';
import CodeExample from '../../../components/CodeExample';
import ComponentHeader from '../../../components/ComponentHeader';
import PropTypeDescription from '../../../components/PropTypeDescription';

import Demo from './Demo';
// eslint-disable-next-line
import demoCode from '!raw-loader!./Demo';
// eslint-disable-next-line
import componentCode from '!raw-loader!ringcentral-widgets/components/PresenceSettingSection';

const PresenceSettingSectionPage = () => {
  const info = parse(componentCode);
  return (
    <div>
      <ComponentHeader name=""PresenceSettingSection"" description={info.description} />
      <CodeExample
        code={demoCode}
        title=""PresenceSettingSection Example""
      >
        <Demo />
      </CodeExample>
      <PropTypeDescription componentInfo={info} />
    </div>
  );
};

export default PresenceSettingSectionPage;
","Generate the React component for a settings section that allows the user to select their presence status. This component should have the following functionality:
- Parse the component code to extract its description and prop types.
- Display a header with the component's name and description.
- Provide a code example that demonstrates how to use the component.
- Display a table of the component's props and their descriptions."
"import React from 'react';
import EllipsisWithTooltip from 'react-ellipsis-with-tooltip';
import PropTypes from 'prop-types';

import InfoItem from './InfoItem';
import { itemIteratorId } from './helpers';

const StringInfoItem = ({
  template,
  attr,
  tooltipText,
  translate,
  mapAttr,
  elipsed,
}) => {
  const inner = (
    <span>
      {translate ? __(mapAttr(template, attr)) : mapAttr(template, attr)}
    </span>
  );
  const innerContent = elipsed ? (
    <EllipsisWithTooltip placement=""top"">{inner}</EllipsisWithTooltip>
  ) : (
    inner
  );

  return (
    <InfoItem itemId={itemIteratorId(template, attr)} tooltipText={tooltipText}>
      {innerContent}
    </InfoItem>
  );
};

StringInfoItem.propTypes = {
  template: PropTypes.object.isRequired,
  attr: PropTypes.string.isRequired,
  tooltipText: PropTypes.string,
  translate: PropTypes.bool,
  mapAttr: PropTypes.func,
  elipsed: PropTypes.bool,
};

StringInfoItem.defaultProps = {
  translate: false,
  mapAttr: (template, attr) => template[attr],
  elipsed: false,
  tooltipText: undefined,
};

export default StringInfoItem;
","Generate a React component that displays a string value as an info item. The component should allow for the value to be truncated and displayed with a tooltip, and for the value to be translated or mapped before display."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ImageCameraRear = (props) => (
  <SvgIcon {...props}>
    <path d=""M10 20H5v2h5v2l3-3-3-3v2zm4 0v2h5v-2h-5zm3-20H7C5.9 0 5 .9 5 2v14c0 1.1.9 2 2 2h10c1.1 0 2-.9 2-2V2c0-1.1-.9-2-2-2zm-5 6c-1.11 0-2-.9-2-2s.89-2 1.99-2 2 .9 2 2C14 5.1 13.1 6 12 6z""/>
  </SvgIcon>
);
ImageCameraRear = pure(ImageCameraRear);
ImageCameraRear.displayName = 'ImageCameraRear';
ImageCameraRear.muiName = 'SvgIcon';

export default ImageCameraRear;
",Create a React component that renders an SVG icon for a rear-facing camera. The icon should be made up of paths that define the shape of the camera and its lens. The component should be pure and should have a display name of 'ImageCameraRear'.
"import React from 'react';
import { connect } from 'react-redux';
import PropTypes from 'prop-types';
import StatusListContainer from '../../ui/containers/status_list_container';
import { expandPublicTimeline } from '../../../actions/timelines';
import Column from '../../../components/column';
import { defineMessages, injectIntl } from 'react-intl';
import { connectPublicStream } from '../../../actions/streaming';
import ColumnHeader from '../../../../pawoo/components/animated_timeline_column_header';

const messages = defineMessages({
  title: { id: 'standalone.public_title', defaultMessage: 'A look inside...' },
});

@connect()
@injectIntl
export default class PublicTimeline extends React.PureComponent {

  static propTypes = {
    dispatch: PropTypes.func.isRequired,
    intl: PropTypes.object.isRequired,
  };

  handleHeaderClick = () => {
    this.column.scrollTop();
  }

  setRef = c => {
    this.column = c;
  }

  componentDidMount () {
    const { dispatch } = this.props;

    dispatch(expandPublicTimeline());
    this.disconnect = dispatch(connectPublicStream());
  }

  componentWillUnmount () {
    if (this.disconnect) {
      this.disconnect();
      this.disconnect = null;
    }
  }

  handleLoadMore = maxId => {
    this.props.dispatch(expandPublicTimeline({ maxId }));
  }

  render () {
    const { intl } = this.props;

    return (
      <Column ref={this.setRef}>
        <ColumnHeader
          icon='globe'
          title={intl.formatMessage(messages.title)}
          onClick={this.handleHeaderClick}
          timelineId='public'
        />

        <StatusListContainer
          timelineId='public'
          onLoadMore={this.handleLoadMore}
          scrollKey='standalone_public_timeline'
          trackScroll={false}
        />
      </Column>
    );
  }

}
","A React component that displays a live-updating timeline of public social media posts with a navigation header. When the header is clicked, the timeline scrolls to the top. When the user reaches the end of the timeline, the component loads more posts automatically."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ContentLowPriority = (props) => (
  <SvgIcon {...props}>
    <path d=""M14 5h8v2h-8zm0 5.5h8v2h-8zm0 5.5h8v2h-8zM2 11.5C2 15.08 4.92 18 8.5 18H9v2l3-3-3-3v2h-.5C6.02 16 4 13.98 4 11.5S6.02 7 8.5 7H12V5H8.5C4.92 5 2 7.92 2 11.5z""/>
  </SvgIcon>
);
ContentLowPriority = pure(ContentLowPriority);
ContentLowPriority.displayName = 'ContentLowPriority';
ContentLowPriority.muiName = 'SvgIcon';

export default ContentLowPriority;
",Generate React code for a Material Design icon representing a low priority using the Material UI library.
"// @flow

import React from 'react';

declare var any: any;

class Foo extends React.Component<{}, void> {yep1: boolean}
class Bar extends React.Component<{}, void> {yep2: boolean}

(any: React$ElementRef<Class<Foo>>).yep1; // OK
(any: React$ElementRef<Class<Foo>>).yep2; // Error
(any: React$ElementRef<Class<Foo>>).nope; // Error
(any: React$ElementRef<Class<Bar>>).yep1; // Error
(any: React$ElementRef<Class<Bar>>).yep2; // OK
(any: React$ElementRef<Class<Bar>>).nope; // Error
",Generate a Flow type definition for a React component property such that it only allows access to a subset of the component's properties.
"/*! React Starter Kit | MIT License | http://www.reactstarterkit.com/ */

import React, { Component } from 'react'; // eslint-disable-line no-unused-vars
import EventEmitter from 'eventemitter3';
import { canUseDOM } from 'fbjs/lib/ExecutionEnvironment';

let EE;
let viewport = {width: 1366, height: 768}; // Default size for server-side rendering
const RESIZE_EVENT = 'resize';

function handleWindowResize() {
  if (viewport.width !== window.innerWidth || viewport.height !== window.innerHeight) {
    viewport = {width: window.innerWidth, height: window.innerHeight};
    EE.emit(RESIZE_EVENT, viewport);
  }
}

function withViewport(ComposedComponent) {
  return class WithViewport extends Component {

    constructor() {
      super();

      this.state = {
        viewport: canUseDOM ? {width: window.innerWidth, height: window.innerHeight} : viewport,
      };
    }

    componentDidMount() {
      if (!EE) {
        EE = new EventEmitter();
        window.addEventListener('resize', handleWindowResize);
        window.addEventListener('orientationchange', handleWindowResize);
      }

      EE.on(RESIZE_EVENT, this.handleResize, this);
    }

    componentWillUnmount() {
      EE.removeListener(RESIZE_EVENT, this.handleResize, this);
      if (!EE.listeners(RESIZE_EVENT, true)) {
        window.removeEventListener('resize', handleWindowResize);
        window.removeEventListener('orientationchange', handleWindowResize);
        EE = null;
      }
    }

    render() {
      return <ComposedComponent {...this.props} viewport={this.state.viewport}/>;
    }

    handleResize(value) {
      this.setState({viewport: value}); // eslint-disable-line react/no-set-state
    }

  };
}

export default withViewport;
","Describe a React component that wraps another component and provides it with the current viewport dimensions, including handling window resize events."
"import React from 'react'
import { Button } from 'semantic-ui-react'

const ButtonExampleLabeledBasic = () => (
  <div>
    <Button
      color='red'
      content='Like'
      icon='heart'
      label={{ basic: true, color: 'red', pointing: 'left', content: '2,048' }}
    />

    <Button
      basic
      color='blue'
      content='Fork'
      icon='fork'
      label={{ as: 'a', basic: true, color: 'blue', pointing: 'left', content: '1,048' }}
    />
  </div>
)

export default ButtonExampleLabeledBasic
","Generate a code snippet of a React component that renders a group of labeled buttons using the Semantic UI React library. The buttons should have different colors, icons, and labels."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from 'material-ui/SvgIcon';

let CardGiftcard = props =>
  <SvgIcon {...props}>
    <path d=""M20 6h-2.18c.11-.31.18-.65.18-1 0-1.66-1.34-3-3-3-1.05 0-1.96.54-2.5 1.35l-.5.67-.5-.68C10.96 2.54 10.05 2 9 2 7.34 2 6 3.34 6 5c0 .35.07.69.18 1H4c-1.11 0-1.99.89-1.99 2L2 19c0 1.11.89 2 2 2h16c1.11 0 2-.89 2-2V8c0-1.11-.89-2-2-2zm-5-2c.55 0 1 .45 1 1s-.45 1-1 1-1-.45-1-1 .45-1 1-1zM9 4c.55 0 1 .45 1 1s-.45 1-1 1-1-.45-1-1 .45-1 1-1zm11 15H4v-2h16v2zm0-5H4V8h5.08L7 10.83 8.62 12 11 8.76l1-1.36 1 1.36L15.38 12 17 10.83 14.92 8H20v6z"" />
  </SvgIcon>;

CardGiftcard = pure(CardGiftcard);
CardGiftcard.muiName = 'SvgIcon';

export default CardGiftcard;
","Design an SVG icon for a gift card that can be used in a React application, ensuring it is performant and reusable."
"require('!style!css!./styles/index.css');
require('!style!css!muicss/lib/css/mui.css');

import React from 'react';
import { render } from 'react-dom';
import { Provider } from 'react-redux';
import MuiThemeProvider from 'material-ui/styles/MuiThemeProvider';
import injectTapEventPlugin from 'react-tap-event-plugin';

import store from './store';

import Layout from './layout';

injectTapEventPlugin();

render(
	<MuiThemeProvider>
	  <Provider store={store}>
	    <Layout />
	  </Provider>
  </MuiThemeProvider>,
  document.getElementById('root')
);
","Generate the necessary React, Redux, and Material UI setup code for a React application to render a Layout component. The code should include the following:

- Importing the necessary modules
- Injecting the TapEventPlugin for Material UI
- Configuring the Redux store and connecting it to the app via a Provider
- Wrapping the Layout component with a MuiThemeProvider to provide Material UI styles"
"import { NavigationActions } from 'react-navigation';
import { connect } from 'react-redux';
import PropTypes from 'prop-types';
import React from 'react';

import * as startupActions from '../actions/startup';

export class Loading extends React.Component {
  static propTypes = {
    getAppState: PropTypes.func.isRequired,
    navigation: PropTypes.shape({
      dispatch: PropTypes.func.isRequired,
    }).isRequired,
  };

  async componentWillMount() {
    const { payload } = await this.props.getAppState();
    const route = payload.serverUrl ? 'Groups' : 'ServerLink';

    // Navigate without adding a back button.
    const navigate = NavigationActions.reset({
      index: 0,
      actions: [NavigationActions.navigate({ routeName: route })],
    });

    this.props.navigation.dispatch(navigate);
  }

  render() {
    return null;
  }
}

const mapDispatchToProps = {
  getAppState: startupActions.getAppState,
};

export default connect(null, mapDispatchToProps)(Loading);
","Create a React component that navigates to either the 'Groups' or 'ServerLink' screen based on the redux state, without adding a back button to the navigation stack."
"import React from 'react';
import SubitemWrapper from './subcontent/SubitemWrapper';
import { connect } from 'react-redux';

const Pelastussuunnitelma = (props) =>
    <SubitemWrapper {...props} />;

const mapStateToProps = ({ pelastussuunnitelmatab }) => ({
    pelastussuunnitelmatab
});

export default connect(mapStateToProps, null)(Pelastussuunnitelma);","Create a React component to display a portion of a page, pass properties to it, connect it to Redux, map the state to props, and export it."
"/**
 *
 * App.react.js
 *
 * This component is the skeleton around the actual pages, and should only
 * contain code that should be seen on all pages. (e.g. navigation bar)
 *
 * NOTE: while this component should technically be a stateless functional
 * component (SFC), hot reloading does not currently support SFCs. If hot
 * reloading is not a necessity for you then you can refactor it and remove
 * the linting exception.
 */

import React from 'react';

export default class App extends React.PureComponent { // eslint-disable-line react/prefer-stateless-function

  static propTypes = {
    children: React.PropTypes.node,
  };

  render() {
    return (
      <div>
        {React.Children.toArray(this.props.children)}
      </div>
    );
  }
}
",Create a React component called App that serves as a shell for all pages and includes a navigation bar for common links visible on all pages.
"import React from 'react'
import { Route, DefaultRoute, RouteHandler, run } from 'react-router'

import MenuBar from './components/MenuBar'
import MachineView from './components/MachineView'
import InstructionSetView from './components/InstructionSetView'

export default class App extends React.Component {
    render() {
        return (
            <div>
                <MenuBar/>

                <div className=""container"">
                    <RouteHandler />
                </div>
            </div>
        )
    }
}

const routes = (
    <Route handler={App}>
        <DefaultRoute handler={MachineView} name=""simulator""/>
        <Route handler={InstructionSetView} name=""instructionSet""/>
    </Route>
)

run(routes, (Handler) => React.render(<Handler/>, document.getElementById('app')))

",Design a React application with a menu bar (MenuBar) and two pages: a machine view (MachineView) and an instruction set view (InstructionSetView). The application should use React Router for navigation.
"import React from 'react';
import PropTypes from 'prop-types';
import _ from 'lodash';
import Loader from ""../../../../../../../components/loaders/diamond/loader"";

const DeckMechanics = ({deck, cards}) => {
  const {loading} = cards;
  let deckMechanics = [].concat.apply([], _.map(deck, (value)=>value.hasOwnProperty('mechanics') ? value.mechanics : null));
  let countMechanics = _.countBy(deckMechanics, 'name');

  const listMechanics = () =>{
    const {mechanics} = cards;

    return _.sortBy(mechanics).map(mechanic=>
        <tr className={`${countMechanics[mechanic] > 0 ? 'has-mechanic' : ''}`} key={mechanic}>
          <td>{_.startCase(mechanic)}</td>
          <td>{countMechanics[mechanic] || 0}</td>
        </tr>
    )
  };

  return (
      <div className=""list mechanics-list"">
        <div className=""table-scroll"">
          <table>
            <thead>
              <tr>
                <td>Mechanic</td>
                <td>Amount</td>
              </tr>
            </thead>
            <tbody>
            {loading ? <Loader theme=""light""/> : listMechanics()}
            </tbody>
          </table>
        </div>
      </div>
  );
};

export default DeckMechanics;

DeckMechanics.propTypes = {
  deck: PropTypes.array,
  cards: PropTypes.object
};","Generate a React component that displays a table of mechanics and their counts for a given deck. The component should take a deck of cards and the cards' data as props, sort the mechanics alphabetically, and display the mechanic name and its count in the deck. If the cards are still loading, it should display a loading indicator."
"/**
 *
 * BlockLink
 */

import React from 'react';
import { FormattedMessage } from 'react-intl';
import cn from 'classnames';
import PropTypes from 'prop-types';

import styles from './styles.scss';

function BlockLink({ content, isDocumentation, link, title }) {
  return (
    <a
      className={cn(
        styles.blockLink,
        isDocumentation ? styles.blockLinkDocumentation : styles.blockLinkCode,
      )}
      href={link}
      target=""_blank""
    >
      <FormattedMessage {...title} />
      <FormattedMessage {...content}>{message => <p>{message}</p>}</FormattedMessage>
    </a>
  );
}

BlockLink.propTypes = {
  content: PropTypes.object.isRequired,
  isDocumentation: PropTypes.bool.isRequired,
  link: PropTypes.string.isRequired,
  title: PropTypes.object.isRequired,
};

export default BlockLink;
","Generate the React code for a stateless functional component called `BlockLink` that takes the following props: `content`, `isDocumentation`, `link`, and `title`. The component should contain a link that opens in a new tab and displays the title and content passed in as props. The link should have appropriate styling depending on whether `isDocumentation` is true (documentation styling) or false (code styling). Use classnames for styling."
"import React from 'react';
import cx from 'classnames';

import Button from '../Button';
import Text from '../Text';

export default class LikeButton extends React.Component {

  static propTypes = {
    children: React.PropTypes.node,
    liked: React.PropTypes.bool,
    className: React.PropTypes.string,
  }

  getClasses() {
    const liked = this.props.liked;

    return cx(liked ? 'liked' : 'not-liked', this.props.className);
  }

  render() {
    const liked = this.props.liked;

    return (
      <Button {...this.props} className={ this.getClasses() } type=""flat"">
        <Text bold>{liked ? 'Liked' : 'Like'}</Text>
        { this.props.children }
      </Button>
    );
  }
}
","Generate the code for a React component that displays a button with the text ""Liked"" or ""Like"" depending on a boolean prop `liked`. The component should be styled with class names based on the `liked` prop."
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let ImageLooks3 = (props) => (
  <SvgIcon {...props}>
    <path d=""M19.01 3h-14c-1.1 0-2 .9-2 2v14c0 1.1.9 2 2 2h14c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2zm-4 7.5c0 .83-.67 1.5-1.5 1.5.83 0 1.5.67 1.5 1.5V15c0 1.11-.9 2-2 2h-4v-2h4v-2h-2v-2h2V9h-4V7h4c1.1 0 2 .89 2 2v1.5z""/>
  </SvgIcon>
);
ImageLooks3 = pure(ImageLooks3);
ImageLooks3.displayName = 'ImageLooks3';

export default ImageLooks3;
","Generate a React component called ImageLooks3 that renders an SVG icon with the following shape: a rectangle with rounded corners, containing a smaller rectangle with rounded corners inside it. Style the component with the provided CSS properties."
"import React from 'react';
import PropTypes from 'prop-types';
import classNames from 'classnames';

class Option extends React.Component {
  static displayName = ""Chooser.Option"";

  static propTypes = {
    tag: PropTypes.string.isRequired,
    children: PropTypes.node.isRequired,
    className: PropTypes.string,
    unselectedClassName: PropTypes.string,
    selectedClassName: PropTypes.string,
    value: PropTypes.any.isRequired,
    data: PropTypes.any
  };

  static contextTypes = {
    chooser: PropTypes.object.isRequired
  };

  static defaultProps = {
    tag: 'div'
  };

  render() {
    const selectionClasses = this.context.chooser.isSelected(this.props.value) ? this.props.selectedClassName : this.props.unselectedClassName;
    const classes = classNames(this.props.className, selectionClasses);

    return React.createElement(this.props.tag, { className: classes, onClick: this.handleClick }, this.props.children);
  }

  handleClick = (evt) => {
    evt.preventDefault();

    this.context.chooser.handleChoiceClick(this.props.value, this.props.data);
  }
}

export default Option;
","Provide me with the React code snippet for the Option component of the Chooser component library. This component should allow users to create selectable options within the Chooser component. The Option component should accept props such as tag, children, className, unselectedClassName, selectedClassName, value, and data. It should also leverage context to determine if an option is selected and handle click events to update the Chooser component's state."
"import React from 'react';
import { MuiThemeProvider, createMuiTheme } from 'material-ui/styles';
import purple from 'material-ui/colors/purple';
import green from 'material-ui/colors/green';
import CssBaseline from 'material-ui/CssBaseline';

// A theme with custom primary and secondary color.
// It's optional.
const theme = createMuiTheme({
  palette: {
    primary: {
      light: purple[300],
      main: purple[500],
      dark: purple[700],
    },
    secondary: {
      light: green[300],
      main: green[500],
      dark: green[700],
    },
  },
});

function withRoot(Component) {
  function WithRoot(props) {
    // MuiThemeProvider makes the theme available down the React tree
    // thanks to React context.
    return (
      <MuiThemeProvider theme={theme}>
        {/* CssBaseline kickstart an elegant, consistent, and simple baseline to build upon. */}
        <CssBaseline />
        <Component {...props} />
      </MuiThemeProvider>
    );
  }

  return WithRoot;
}

export default withRoot;
",Provide a code snippet that encloses a React component with Material UI providers to style it using a custom material UI theme. The theme should have a purple primary color and a green secondary color.
"import React from 'react';
import MenuButton from '../../components/MenuButton';
import ToggleMarkup from '../../helpers/Manipulation/ToggleMarkup';
import SelectedContent from '../../helpers/SelectedContent';

const ItalicButton = React.createClass({
  statics: {
    getName: () => ""italic"",
    isVisible: (content, selection) => {
      const selContent = new SelectedContent(selection, content);
      return !selContent.isHeader();
    }
  },

  propTypes: MenuButton.propTypes,

  getDefaultProps() {
    return {
      type: ""em"",
      text: ""Italic"",
      icon: ""fa-italic""
    };
  },

  handlePress() {
    const guids   = this.props.selection.guids();
    const offsets = this.props.selection.offsets();
    const position = this.props.selection.position();

    const result = this._toggleMarkup().execute(guids, offsets, { type: this.props.type });

    return { content: result.content, position: position };
  },

  _toggleMarkup() {
    return new ToggleMarkup(this.props.content);
  },

  render() {
    return (
      <MenuButton {...this.props} onPress={this.handlePress} />
    );
  }
});

export default ItalicButton;
","Craft a JavaScript React class component for an italic button in a text editor. Include the `getName` and `isVisible` static methods for menuItem registration, `getDefaultProps` to set default properties, `handlePress` to trigger the button action, `_toggleMarkup` to create an instance of a markup toggle helper, and the `render` method to render the button's markup."
"import React from 'react';
import { PureRenderMixin } from 'react/addons';

import AvatarItem from 'components/common/AvatarItem.react';

var ContactItem = React.createClass({
  displayName: 'ContactItem',

  propTypes: {
    contact: React.PropTypes.object,
    onSelect: React.PropTypes.func
  },

  mixins: [PureRenderMixin],

  _onSelect() {
    this.props.onSelect(this.props.contact);
  },

  render() {
    let contact = this.props.contact;

    return (
      <li className=""contacts__list__item row"">
        <AvatarItem image={contact.avatar}
                    placeholder={contact.placeholder}
                    size=""small""
                    title={contact.name}/>

        <div className=""col-xs"">
          <span className=""title"">
            {contact.name}
          </span>
        </div>

        <div className=""controls"">
          <a className=""material-icons"" onClick={this._onSelect}>add</a>
        </div>
      </li>
    );
  }
});

export default ContactItem;
","Create a React component representing an individual contact in a list. It should include an avatar, display name, and an ""add"" button to add the contact to a list."
"import React from 'react';
import { PureRenderMixin } from 'react/addons';

import AvatarItem from 'components/common/AvatarItem.react';

var ContactItem = React.createClass({
  displayName: 'ContactItem',

  propTypes: {
    contact: React.PropTypes.object,
    onSelect: React.PropTypes.func
  },

  mixins: [PureRenderMixin],

  _onSelect() {
    this.props.onSelect(this.props.contact);
  },

  render() {
    let contact = this.props.contact;

    return (
      <li className=""contacts__list__item row"">
        <AvatarItem image={contact.avatar}
                    placeholder={contact.placeholder}
                    size=""small""
                    title={contact.name}/>

        <div className=""col-xs"">
          <span className=""title"">
            {contact.name}
          </span>
        </div>

        <div className=""controls"">
          <a className=""material-icons"" onClick={this._onSelect}>add</a>
        </div>
      </li>
    );
  }
});

export default ContactItem;
","Generate a simple React component that renders a contact item with an avatar, name, and 'add' button. When the button is clicked, a callback function should be triggered, passing the contact data as an argument."
"/**
 * A mobile section
 */

import React from 'react';
import MobileListItem from './ListItem';
import { Link } from 'react-router';

const MobileSectionItem = React.createClass({
	displayName: 'MobileSectionItem',
	propTypes: {
		children: React.PropTypes.node.isRequired,
		className: React.PropTypes.string,
		currentListKey: React.PropTypes.string,
		href: React.PropTypes.string.isRequired,
		lists: React.PropTypes.array,
	},
	// Render the lists
	renderLists () {
		if (!this.props.lists || this.props.lists.length <= 1) return null;

		const navLists = this.props.lists.map((item) => {
			// Get the link and the classname
			const href = item.external ? item.path : `${Keystone.adminPath}/${item.path}`;
			const className = (this.props.currentListKey && this.props.currentListKey === item.path) ? 'MobileNavigation__list-item is-active' : 'MobileNavigation__list-item';

			return (
				<MobileListItem key={item.path} href={href} className={className} onClick={this.props.onClick}>
					{item.label}
				</MobileListItem>
			);
		});

		return (
			<div className=""MobileNavigation__lists"">
				{navLists}
			</div>
		);
	},
	render () {
		return (
			<div className={this.props.className}>
				<Link
					className=""MobileNavigation__section-item""
					to={this.props.href}
					tabIndex=""-1""
					onClick={this.props.onClick}
				>
					{this.props.children}
				</Link>
				{this.renderLists()}
			</div>
		);
	},
});

module.exports = MobileSectionItem;
",Create a React component which takes a list of items and renders a mobile-friendly navigation list that collapses sublists on click.
"// @flow

import React from 'react';

type Props = {

    /**
     * Click handler for the button.
     */
    onClick: Function,

    /**
     * Keypress handler for the button.
     */
    onKeyPress: Function,
};

/**
 * React {@code Component} representing an button used for testing output sound.
 *
 * @returns { ReactElement}
 */
export default function TestButton({ onClick, onKeyPress }: Props) {
    return (
        <div
            className = 'audio-preview-test-button'
            onClick = { onClick }
            onKeyPress = { onKeyPress }
            role = 'button'
            tabIndex = { 0 }>
            Test
        </div>
    );
}
",Generate a React component that represents a button with click and keypress handlers. The button should have a `Test` label and a class name of `audio-preview-test-button`. It should be tabbable with a tab index of 0.
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let AvAirplay = (props) => (
  <SvgIcon {...props}>
    <path d=""M6 22h12l-6-6zM21 3H3c-1.1 0-2 .9-2 2v12c0 1.1.9 2 2 2h4v-2H3V5h18v12h-4v2h4c1.1 0 2-.9 2-2V5c0-1.1-.9-2-2-2z""/>
  </SvgIcon>
);
AvAirplay = pure(AvAirplay);
AvAirplay.displayName = 'AvAirplay';
AvAirplay.muiName = 'SvgIcon';

export default AvAirplay;
",Design an SVG icon representing the Airplay functionality of a device.
"import React from 'react';
import classNames from 'classnames';
import tbsUtils from './utils/bootstrapUtils';

class NavbarBrand extends React.Component {

  render() {
    const {className, children, ...props} = this.props;
    let { $bs_navbar_bsClass: bsClass = 'navbar' } = this.context;
    let brandClasses = tbsUtils.prefix({ bsClass }, 'brand');

    if (React.isValidElement(children)) {
      return React.cloneElement(children, {
        className: classNames(
          children.props.className, className, brandClasses
        )
      });
    }

    return (
      <span {...props} className={classNames(className, brandClasses)}>
        {children}
      </span>
    );
  }
}

NavbarBrand.contextTypes = {
  $bs_navbar_bsClass: React.PropTypes.string
};

export default NavbarBrand;
","Generate the template of a React functional component for a Navbar Brand using Reactstrap and Typescript, employing props and context, including imports and styling with classNames."
"import Link from 'found/Link';
import Redirect from 'found/Redirect';
import Route from 'found/Route';
import createBrowserRouter from 'found/createBrowserRouter';
import makeRouteConfig from 'found/makeRouteConfig';
import PropTypes from 'prop-types';
import React from 'react';
import ReactDOM from 'react-dom';

function LinkItem(props) {
  return (
    <li>
      <Link {...props} activeStyle={{ fontWeight: 'bold' }} />
    </li>
  );
}

const propTypes = {
  children: PropTypes.node,
};

function App({ children }) {
  return (
    <div>
      <ul>
        <LinkItem to=""/"">Main</LinkItem>
        <ul>
          <LinkItem to=""/foo"">Foo</LinkItem>
          <LinkItem to=""/bar"">Bar (async)</LinkItem>
          <LinkItem to=""/baz"">Baz (redirects to Foo)</LinkItem>
          <LinkItem to=""/qux"">Qux (missing)</LinkItem>
        </ul>
      </ul>

      {children}
    </div>
  );
}

App.propTypes = propTypes;

const BrowserRouter = createBrowserRouter({
  routeConfig: makeRouteConfig(
    <Route path=""/"" Component={App}>
      <Route Component={() => <div>Main</div>} />
      <Route path=""foo"" Component={() => <div>Foo</div>} />
      <Route
        path=""bar""
        getComponent={() => import('./Bar').then((m) => m.default)}
        getData={() =>
          new Promise((resolve) => {
            setTimeout(resolve, 1000, 'Bar');
          })
        }
        render={({ Component, props }) =>
          Component && props ? (
            <Component {...props} />
          ) : (
            <div>
              <small>Loading&hellip;</small>
            </div>
          )
        }
      />
      <Redirect from=""baz"" to=""/foo"" />
    </Route>,
  ),

  /* eslint-disable react/prop-types */
  renderError: ({ error }) => (
    <div>{error.status === 404 ? 'Not found' : 'Error'}</div>
  ),
  /* eslint-enable react/prop-types */
});

ReactDOM.render(<BrowserRouter />, document.getElementById('root'));
","Create a React application that uses the Found library for routing. The application should have a sidebar with links to the following pages: Main, Foo, Bar, Baz, and Qux. The Main page should display the text ""Main"", the Foo page should display the text ""Foo"", and the Bar page should display the text ""Bar"". The Baz page should redirect to the Foo page, and the Qux page should display a ""Not found"" message."
"/*
 * HomePage
 *
 * This is the first thing users see of our App, at the '/' route
 *
 * NOTE: while this component should technically be a stateless functional
 * component (SFC), hot reloading does not currently support SFCs. If hot
 * reloading is not a necessity for you then you can refactor it and remove
 * the linting exception.
 */

import React from 'react';
import { FormattedMessage } from 'react-intl';
import messages from './messages';

export default class HomePage extends React.Component { // eslint-disable-line react/prefer-stateless-function

  render() {
    return (
      <h1>
        <FormattedMessage {...messages.header} />
      </h1>
    );
  }
}
","Write a React component called HomePage that displays a message in an h1 tag. The message should be ""Hello, world!"", and it should be internationalized using the react-intl library."
"import React from 'react';
import {Image} from 'react-native';

var btnsDefault = [ { text: 'Button' } ];

var btnsTypes = [
  { text: 'Primary',    type: 'primary',   },
  { text: 'Secondary',  type: 'secondary', },
  { text: 'Delete',     type: 'delete',    }
];

var rows = [
  {
    text: ""Basic Example"",
    right: btnsDefault,
  }, {
    text: ""onPress Callback"",
    right: [
      {
        text: 'Press Me',
        onPress: function(){ alert('button pressed') },
        type: 'primary',
      }
    ],
  }, {
    text: ""Button Types"",
    right: btnsTypes,
  }, {
    text: ""Button with custom styling"",
    right: [
      {
        text: 'Button',
        backgroundColor: '#4fba8a',
        color: '#17807a',
        underlayColor: ""#006fff"",
      }
    ],
  },
  {
    text: ""Overswipe background color (drag me far)"",
    right: btnsDefault,
    backgroundColor: '#006fff',
  }, {
    text: ""Swipeout autoClose={true}"",
    right: btnsDefault,
    autoClose: true,
  }, {
    text: ""Five buttons (full-width) + autoClose={true}"",
    right: [
      { text: 'One'},
      { text: 'Two'},
      { text: 'Three' },
      { text: 'Four' },
      { text: 'Five' }
    ],
    autoClose: true,
  }, {
    text: ""Custom button component"",
    right: [
      {
        component: <Image style={{flex: 1}} source={{uri: 'http://facebook.github.io/react/img/logo_og.png'}} />
      }
    ],
  }, {
    text: ""Swipe me right (buttons on left side)"",
    left: btnsDefault,
  }, {
    text: ""Buttons on both sides"",
    left: btnsTypes,
    right: btnsTypes,
  },
];

export default rows;
","Provide a list of React Native button examples, including basic buttons, buttons with custom styling, buttons with onPress callbacks, and buttons with multiple button types. Include examples of buttons with left-aligned and right-aligned buttons."
