output,prompt
"import React from 'react'
import RadioGroup from 'react-ions/lib/components/Radio/RadioGroup'
import Radio from 'react-ions/lib/components/Radio/Radio'
import Input from 'react-ions/lib/components/Input'
import style from './style.scss'

const radioOptions = [
  {
    value: 'welcome_email',
    label: 'Send welcome email',
    description: 'Send an email welcoming your contact to your program.'
  }, {
    value: 'payment_update_email',
    label: 'Send update payment email',
    description: 'Send a payment update email to your contact.'
  }
]

class ExampleRadioGroupDescription extends React.Component {
  constructor(props) {
    super(props)
  }

  getRadioBlocks = () => {
    return radioOptions.map((option, index) => {
      return <Radio key={index} value={option.value} label={option.label} description={option.description} />
    })
  }

  render() {
    return (
      <div>
        <RadioGroup name='child-description-group' changeCallback={this.handleChange}>
          {this.getRadioBlocks()}
        </RadioGroup>
      </div>
    )
  }
}

export default ExampleRadioGroupDescription
","Create a React component that renders a group of radio buttons with descriptions. The radio buttons should have the following properties:
- value: A unique value for each radio button.
- label: The text label for the radio button.
- description: A description of the radio button."
"import React from 'react';
import ItemsTableCell from '../../../admin/client/components/ItemsTable/ItemsTableCell';
import ItemsTableValue from '../../../admin/client/components/ItemsTable/ItemsTableValue';

var IdColumn = React.createClass({
	displayName: 'IdColumn',
	propTypes: {
		col: React.PropTypes.object,
		data: React.PropTypes.object,
		list: React.PropTypes.object,
	},
	renderValue () {
		const value = this.props.data.id;
		if (!value) return null;

		return (
			<ItemsTableValue padded interior title={value} href={Keystone.adminPath + '/' + this.props.list.path + '/' + value} field={this.props.col.type}>
				{value}
			</ItemsTableValue>
		);
	},
	render () {
		return (
			<ItemsTableCell>
				{this.renderValue()}
			</ItemsTableCell>
		);
	},
});

module.exports = IdColumn;
","Generate a React component that displays the ID of an item in a table, with a link to the item's detail page. The component should include appropriate padding and styling, and should handle the case where the item has no ID."
"import React from 'react'

import stylesheet from 'styles/index.scss'
// or, if you work with plain css
// import stylesheet from 'styles/index.css'

export default () =>
  <div>
    <style dangerouslySetInnerHTML={{ __html: stylesheet }} />
    <p>ciao</p>
  </div>
",Create a React component that injects a stylesheet into the page.
"/* eslint-disable react/prop-types */
import React from 'react';
import { MessageBoxFunctionalLayout } from 'wix-style-react';

export default () => (
  <MessageBoxFunctionalLayout
    title=""Interruption Message""
    confirmText=""Action""
    maxHeight=""200px""
    theme=""blue""
    dataHook=""alert-scrollable""
  >
    <div>
      This is a generic message. No harm done, but really needed to interrupt
      you.
    </div>
    <div>It has multiple lines and limited max height</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
    <div>and some are rows hidden</div>
  </MessageBoxFunctionalLayout>
);
","Create a React functional component that displays a message box with the following properties:
- Title: ""Interruption Message""
- Confirmation button text: ""Action""
- Max height: 200px
- Theme: ""blue""
- Data hook: ""alert-scrollable""
- Scrollable content with multiple lines and limited max height"
"import React from 'react';
import {any, bool, oneOf} from 'prop-types';
import classNames from 'classnames';
import styles from './ButtonLayout.scss';

const ButtonLayout = props => {
  const {theme, hover, active, disabled, height, children} = props;

  const className = classNames({
    [styles.button]: true,
    [styles[theme]]: true,
    [styles.hover]: hover,
    [styles.active]: active,
    [styles.disabled]: disabled,
    [styles[`height${height}`]]: height !== 'medium'
  }, children.props.className);

  const _style = Object.assign({},
    children.props.style,
    {
      height,
      display: 'inline-block'
    }
  );

  if (React.Children.count(children) === 1) {
    return React.cloneElement(
      children,
      {className, style: _style},
      <div className={styles.inner}>
        {children.props.children}
      </div>
    );
  }
};

ButtonLayout.defaultProps = {
  height: 'medium',
  theme: 'fullblue'
};

ButtonLayout.propTypes = {
  active: bool,
  children: any,
  disabled: bool,
  height: oneOf(['small', 'medium', 'large']),
  hover: bool,
  theme: oneOf([
    'transparent',
    'fullred',
    'fullgreen',
    'fullpurple',
    'emptyred',
    'emptygreen',
    'emptybluesecondary',
    'emptyblue',
    'emptypurple',
    'fullblue',
    'login',
    'emptylogin',
    'transparentblue',
    'whiteblue',
    'whiteblueprimary',
    'whitebluesecondary',
    'close-standard',
    'close-dark',
    'close-transparent',
    'icon-greybackground',
    'icon-standard',
    'icon-standardsecondary',
    'icon-white',
    'icon-whitesecondary'
  ])
};

ButtonLayout.displayName = 'ButtonLayout';

export default ButtonLayout;
","Generate a React component called ButtonLayout that wraps a child component and applies a set of styles to it based on the passed props. The component should include the following features:

* A className prop to apply custom styling to the child component.
* A style prop to apply custom inline styles to the child component.
* Conditional styles based on the following props:
    * theme: One of several predefined themes that determine the button's color and border style.
    * hover: When true, applies hover styles to the button.
    * active: When true, applies active styles to the button.
    * disabled: When true, applies disabled styles to the button.
    * height: One of three predefined heights (""small"", ""medium"", ""large"") that determine the button's height."
"import React from 'react'
import {View, TouchableNativeFeedback, Text, StyleSheet} from 'react-native'

export const Button = ({children, onPress, style}) => (
  <TouchableNativeFeedback
    onPress={onPress}
    background={TouchableNativeFeedback.SelectableBackground()}>
    <View style={[styles.button, style]}>
      <Text style={styles.label}>{children}</Text>
    </View>
  </TouchableNativeFeedback>
)

const styles = StyleSheet.create({
  button: {
    padding: 14,
    paddingRight: 20,
    paddingLeft: 20,
    flex: 1,
    alignItems: 'center',
    borderWidth: 1,
    borderColor: 'silver',
  },
  label: {
    fontSize: 18,
  },
})
","Create a React functional component that represents a button. The component should accept the following props:
- children: The text or content to display inside the button.
- onPress: A function to be called when the button is pressed.
- style: An optional style object to override the default button styles.

The button should have a default padding of 14px, padding on the left and right sides of 20px, and a border width of 1px with a silver border color. The text inside the button should have a font size of 18px."
"import React from 'react'

import Layout from '../components/layout'
import SEO from '../components/seo'

const NotFoundPage = () => (
  <Layout>
    <SEO title=""404: Not found"" />
    <h1>NOT FOUND</h1>
    <p>You just hit a route that doesn&#39;t exist... the sadness.</p>
  </Layout>
)

export default NotFoundPage
",Generate the React code for a 404 Page Not Found component with a custom title and message. It should be wrapped in a Layout component and include SEO metadata with a custom title.
"import React from 'react';

export default function NotFound() {
  return (
    <div className=""container"">
      <h1>Doh! 404!</h1>
      <p>These are <em>not</em> the droids you are looking for!</p>
    </div>
  );
}
","Create a React function component that implements a '404 - Not Found' web page. The component should display a title with the text ""Doh! 404!"" and a paragraph with the text ""These are not the droids you are looking for!""."
"/**
 * External dependencies
 */
import React from 'react'
import { localize } from 'i18n-calypso'
import { Tooltip } from '@wordpress/components'

/**
 * Internal dependencies
 */
import Card from 'components/card'
import CarrierIcon from '../../components/carrier-icon'
import Gridicon from 'gridicons'

const Actions = localize( ( { translate } ) => {
	return (
		<>
			{ /* eslint-disable-next-line wpcalypso/jsx-classname-namespace */}
			<a className=""button is-compact"" href=""admin.php?page=wc-settings&tab=shipping&section"">{ translate( 'Add to shipping zones' ) }</a>
			<Tooltip
				position=""top left""
				text={ translate( 'To be displayed at checkout, this carrier must be added as a shipping method to selected shipping zones' ) }
			>
				<div>
					<Gridicon icon=""help-outline"" size={ 18 }/>
				</div>
			</Tooltip>
		</>
	)
})

const CarrierDiscount = localize( ( {
	translate,
	name,
} ) => translate( 'Discounted %(carrierName)s shipping labels', {
	args: {
		carrierName: name,
	},
}))

const carrierItemMap = {
	'wc_services_usps': ( { translate } ) => (
		<div className=""live-rates-carriers-list__element element-usps"">
			<div className=""live-rates-carriers-list__icon"">
				<CarrierIcon carrier=""usps"" size={ 18 } />
			</div>
			<div className=""live-rates-carriers-list__carrier"">{ translate( 'USPS' ) }</div>
			<div className=""live-rates-carriers-list__features"">
				<ul>
					<li>{ translate( 'Ship with the largest delivery network in the United States' ) }</li>
					<li>
						<CarrierDiscount name={ translate( 'USPS' ) } />
					</li>
					<li>
						{ translate( 'Live rates for %(carrierName)s at checkout', {
							args: {
								carrierName: translate( 'USPS' ),
							},
						})}
					</li>
				</ul>
			</div>
			<div className=""live-rates-carriers-list__actions""><Actions /></div>
		</div>

	),
	'wc_services_dhlexpress': ({ translate }) => (
		<div className=""live-rates-carriers-list__element element-dhlexpress"">
			<div className=""live-rates-carriers-list__icon"">
				<CarrierIcon carrier=""dhlexpress"" size={ 18 } />
			</div>
			<div className=""live-rates-carriers-list__carrier"">{ translate( 'DHL Express' ) }</div>
			<div className=""live-rates-carriers-list__features"">
				<ul>
					<li>{ translate( 'Express delivery from the experts in international shipping' ) }</li>
					<li><CarrierDiscount name={ translate( 'DHL Express' ) } /></li>
					<li>
						{ translate( 'Live rates for %(carrierName)s at checkout', {
							args: {
								carrierName: translate( 'DHL Express' ),
							},
						})}
					</li>
				</ul>
			</div>
			<div className=""live-rates-carriers-list__actions""><Actions /></div>
		</div>
	),
}

const CarriersList = ({ translate, carrierIds }) => {
	return (
		<Card className=""live-rates-carriers-list__wrapper"">
			<div className=""live-rates-carriers-list__heading"">
				<div className=""live-rates-carriers-list__icon""/>
				<div className=""live-rates-carriers-list__carrier"">{ translate( 'Carrier' ) }</div>
				<div className=""live-rates-carriers-list__features"">{ translate( 'Features' ) }</div>
				<div className=""live-rates-carriers-list__actions""/>
			</div>
			{carrierIds.map( ( carrierId ) => {
				const CarrierView = carrierItemMap[ carrierId ]
				if ( ! CarrierView ) {
					return null
				}

				return (
					<CarrierView key={ carrierId } translate={ translate } />
				)
			})}
		</Card>
	)
}

export default localize( CarriersList )
",Provide a description of the features available for each carrier and add them to a list of carrier items.
"import React from 'react';
import pure from 'recompose/pure';
import SvgIcon from '../../SvgIcon';

let PlacesChildFriendly = (props) => (
  <SvgIcon {...props}>
    <path d=""M13 2v8h8c0-4.42-3.58-8-8-8zm6.32 13.89C20.37 14.54 21 12.84 21 11H6.44l-.95-2H2v2h2.22s1.89 4.07 2.12 4.42c-1.1.59-1.84 1.75-1.84 3.08C4.5 20.43 6.07 22 8 22c1.76 0 3.22-1.3 3.46-3h2.08c.24 1.7 1.7 3 3.46 3 1.93 0 3.5-1.57 3.5-3.5 0-1.04-.46-1.97-1.18-2.61zM8 20c-.83 0-1.5-.67-1.5-1.5S7.17 17 8 17s1.5.67 1.5 1.5S8.83 20 8 20zm9 0c-.83 0-1.5-.67-1.5-1.5S16.17 17 17 17s1.5.67 1.5 1.5S17.83 20 17 20z""/>
  </SvgIcon>
);
PlacesChildFriendly = pure(PlacesChildFriendly);
PlacesChildFriendly.displayName = 'PlacesChildFriendly';
PlacesChildFriendly.muiName = 'SvgIcon';

export default PlacesChildFriendly;
","Design an SVG icon component for a child-friendly place, such as a park or playground. The icon should be filled with the specified color, and should be pure, meaning that it does not change state over time."
"/*
 * Copyright (C) 2016 - present Instructure, Inc.
 *
 * This file is part of Canvas.
 *
 * Canvas is free software: you can redistribute it and/or modify it under
 * the terms of the GNU Affero General Public License as published by the Free
 * Software Foundation, version 3 of the License.
 *
 * Canvas is distributed in the hope that it will be useful, but WITHOUT ANY
 * WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR
 * A PARTICULAR PURPOSE. See the GNU Affero General Public License for more
 * details.
 *
 * You should have received a copy of the GNU Affero General Public License along
 * with this program. If not, see <http://www.gnu.org/licenses/>.
 */

import React from 'react'
import ReactDOM from 'react-dom'
import {mount} from 'enzyme'
import FilePreview from 'jsx/files/FilePreview'
import Folder from 'compiled/models/Folder'
import File from 'compiled/models/File'
import FilesCollection from 'compiled/collections/FilesCollection'

let filesCollection = {}
const folderCollection = {}
let file1 = {}
let file2 = {}
let file3 = {}
let currentFolder = {}

QUnit.module('File Preview Rendering', {
  setup() {
    // Initialize a few things to view in the preview.
    filesCollection = new FilesCollection()
    file1 = new File(
      {
        id: '1',
        cid: 'c1',
        name: 'Test File.file1',
        'content-type': 'unknown/unknown',
        size: 1000000,
        created_at: new Date().toISOString(),
        updated_at: new Date().toISOString()
      },
      {preflightUrl: ''}
    )
    file2 = new File(
      {
        id: '2',
        cid: 'c2',
        name: 'Test File.file2',
        'content-type': 'unknown/unknown',
        size: 1000000,
        created_at: new Date().toISOString(),
        updated_at: new Date().toISOString()
      },
      {preflightUrl: ''}
    )
    file3 = new File(
      {
        id: '3',
        cid: 'c3',
        name: 'Test File.file3',
        'content-type': 'unknown/unknown',
        size: 1000000,
        created_at: new Date().toISOString(),
        updated_at: new Date().toISOString(),
        url: 'test/test/test.png'
      },
      {preflightUrl: ''}
    )

    filesCollection.add(file1)
    filesCollection.add(file2)
    filesCollection.add(file3)
    currentFolder = new Folder()
    currentFolder.files = filesCollection
  },
  teardown() {
    const filesCollection = {}
    const folderCollection = {}
    const file1 = {}
    const file2 = {}
    const file3 = {}
    const currentFolder = {}
  }
})

test('clicking the info button should render out the info panel', () => {
  const component = mount(
    <FilePreview
      isOpen
      query={{
        preview: '1'
      }}
      currentFolder={currentFolder}
    />
  )
  $('.ef-file-preview-header-info').click()
  equal(
    $('tr:contains(""Name"")')
      .find('td')
      .text(),
    'Test File.file1'
  )

  // click it again to hide it
  $('.ef-file-preview-header-info').click()
  equal($('tr:contains(""Name"")').length, 0)
  component.unmount()
})

test('opening the preview for one file should show navigation buttons for the previous and next files in the current folder', () => {
  const component = mount(
    <FilePreview
      isOpen
      query={{
        preview: '2'
      }}
      currentFolder={currentFolder}
    />
  )

  const arrows = $('.ef-file-preview-container-arrow-link')

  equal(arrows.length, 2, 'there are two arrows shown')

  ok(
    arrows[0].href.match('preview=1'),
    'The left arrow link has an incorrect href (`preview` query string does not exist or points to the wrong id)'
  )
  ok(
    arrows[1].href.match('preview=3'),
    'The right arrow link has an incorrect href (`preview` query string does not exist or points to the wrong id)'
  )
  component.unmount()
})

test('download button should be rendered on the file preview', () => {
  const component = mount(
    <FilePreview
      isOpen
      query={{
        preview: '3'
      }}
      currentFolder={currentFolder}
    />
  )

  const downloadBtn = $('.ef-file-preview-header-download')[0]
  ok(downloadBtn, 'download button renders')
  ok(downloadBtn.href.includes(file3.get('url')), 'the download button url is correct')
  component.unmount()
})

test('clicking the close button calls closePreview with the correct url', () => {
  let closePreviewCalled = false

  const component = mount(
    <FilePreview
      isOpen
      query={{
        preview: '3',
        search_term: 'web',
        sort: 'size',
        order: 'desc'
      }}
      collection={filesCollection}
      closePreview={url => {
        closePreviewCalled = true
        ok(url.includes('sort=size'))
        ok(url.includes('order=desc'))
        ok(url.includes('search_term=web'))
      }}
    />
  )

  const closeButton = $('.ef-file-preview-header-close')[0]
  ok(closeButton)
  closeButton.click()
  ok(closePreviewCalled)
  component.unmount()
})
","Design a React component that can preview files. The component should have the following features:
- A header with an info button, a close button, and a download button.
- A navigation section that includes arrow buttons to navigate to the previous and next files in the current folder.
- A section that displays the file's name, size, and other metadata.
- A section that displays the file's content.
- The component should be able to close the preview and return to the previous page with the correct URL parameters."
"import React from 'react';
import { css } from 'glamor';
import Text from './Text';

const styles = {
  container: css({
    background: '#fff',
    width: '100vw',
    paddingBottom: '2em',
    alignItems: 'center',
    '@media(max-width: 720px)': {
      alignSelf: 'auto',
    },
  }),
  list: css({
    listStyle: 'none',
    padding: 0,
    maxWidth: '1000px',
    margin: '0 auto',
  }),
  disclaimer: css({
    padding: 0,
    maxWidth: '1000px',
    margin: '30px auto',
    textAlign: 'right',
  }),
  event: css({
    display: 'flex',
    borderTop: '1px solid #333',
    padding: '1em 0 0.5em',
    justifyContent: 'space-around',
    ' div': {},
    ' h2': {
      margin: '0 0 0.3em 0',
      ' span': {
        fontSize: '0.7em',
      },
    },
    ' h3': {
      fontWeight: 'lighter',
      fontSize: '1.3em',
      margin: 0,
    },
  }),
  time: css({
    fontSize: '1.7em',
    paddingLeft: '1.3em',
    whiteSpace: 'nowrap',
  }),
  desc: css({
    width: '100%',
    padding: '0.2em 1.3em',
  }),
};

const eventsList = [
  {
    title: 'Abertura do Teatro e Credenciamento',
    time: '8:00 am',
  },
  {
    title: 'Welcome Coffee',
    time: '8:30 am',
  },
  {
    title: 'Abertura React Brasil',
    time: '9:00 am',
  },
  {
    title: 'Raphael Amorim',
    description: 'Scratching React Fiber',
    time: '9:10 am',
  },
  {
    title: 'Fernando Daciuk',
    description: 'The magic world of tests with Jest',
    time: '9:40 am',
  },
  {
    title: 'Kete Rufino e Christino Milfont',
    description: 'Transformando um front-end legado em uma React SPA',
    time: '10:10 am',
  },
  {
    title: 'Marcelo Camargo',
    description: ""Let's dive into Babel: How everything works"",
    time: '10:35 am',
  },
  {
    title: 'James Baxley',
    description: 'Statically Typing your GraphQL App',
    time: '10:55 am',
  },
  {
    title: 'Desconferência: Fishbowl',
    time: '11:30 am',
  },
  {
    title: 'Almoço',
    time: '12:00 pm',
  },
  {
    title: 'Clara Battesini',
    description: 'MobX: The light side of the force',
    time: '1:30 pm',
  },
  {
    title: 'Henrique Sosa',
    description: 'Gorgeous Apps with React Motion and Animations',
    time: '1:40 pm',
  },
  {
    title: 'João Gonçalves',
    description: 'Show do Milhão React PWA (Caso de Sucesso)',
    time: '1:50 pm',
  },
  {
    title: 'Raphael Costa',
    description:
      'Building the Pipefy mobile app in 3 weeks with React Native, GraphQL and Apollo',
    time: '2:00 pm',
  },
  {
    title: 'Sashko Stubailo',
    description: 'The GraphQL and Apollo stack: connecting everything together',
    time: '2:25 pm',
  },
  {
    title: 'Sebastian Ferrari',
    description: 'Why React is good for business',
    time: '3:05 pm',
  },
  {
    title: 'Coffee Break',
    time: '3:30 pm',
  },
  {
    title: 'Matheus Marsiglio',
    description: 'Isomorphic React + Redux App',
    time: '4:00 pm',
  },
  {
    title: 'Matheus Lima',
    description: 'O que tem de Funcional no React',
    time: '4:25 pm',
  },
  {
    title: 'Keuller Magalhães',
    description: 'React Performance from Scratch',
    time: '4:35 pm',
  },
  {
    title: 'Geisy Domiciano',
    description:
      'Continuos Integration / Continuos Deployment com create-react-app',
    time: '4:45 pm',
  },
  {
    title: 'Sibelius Seraphini',
    description: 'Relay Modern',
    time: '4:55 pm',
  },
  {
    title: 'Desconferência: Fishbowl',
    time: '5:15 pm',
  },
  {
    title: 'Sorteios',
    time: '5:45 pm',
  },
  {
    title: 'Encerramento',
    time: '6:00 pm',
  },
  {
    title: 'AfterParty',
    description: 'Mono Club by An English Thing',
    time: '6:30 pm',
  },
];

const Event = ({ title, time, worksIn = false, worksLink, description }) =>
  <li {...styles.event}>
    <div {...styles.time}>
      {time}
    </div>
    <div {...styles.desc}>
      <h2>
        {title}
        {worksIn &&
          <span>
            {worksIn}
          </span>}
      </h2>
      {description &&
        <h3>
          {description}
        </h3>}
    </div>
  </li>;

const Schedule = ({ events = eventsList }) =>
  <section {...styles.container}>
    <Text title=""Programa"" />
    <ol {...styles.list}>
      {events.map(event => <Event {...event} />)}
    </ol>
    <p {...styles.disclaimer}>Horário sujeito a alteração sem aviso prévio</p>
  </section>;

export default Schedule;
","Generate a React component using Glamor CSS that takes an array of events as props and displays them in a list. Each event should include the event title, time and optionally a description. The event list should also include a disclaimer that the schedule is subject to change without notice."
"import React from 'react'
import { connect } from 'react-redux'

import CreateRounds from './CreateRounds'
import ViewRounds from './ViewRounds'

export default connect(mapStateToProps)(({
  breakCategory,
  breakRounds,
  disabled
}) => {
  const filterBreakRounds = breakRoundToMatch => breakRoundToMatch.breakCategory === breakCategory._id
  const breakRoundsThisBreakCategory = breakRounds.filter(filterBreakRounds)

  if (breakRoundsThisBreakCategory.length === 0) {
    return <CreateRounds
      breakCategory={breakCategory}
    />
  } else {
    return <ViewRounds
      breakCategory={breakCategory}
      disabled={disabled}
    />
  }
})

function mapStateToProps (state, ownProps) {
  return {
    tournament: state.tournaments.current.data,
    breakRounds: Object.values(state.breakRounds.data)
  }
}
","Generate a React component that conditionally renders a 'Create Rounds' component if no rounds exist for a given break category, or a 'View Rounds' component if rounds do exist for the given break category."
"import React from 'react';
import MZBenchRouter from '../utils/MZBenchRouter';
import MZBenchActions from '../actions/MZBenchActions';
import BenchStore from '../stores/BenchStore';

class TimelineFilter extends React.Component {
    constructor(props) {
        super(props);
        this.autoSearchHandler = null;
        this.state = {filter: this.props.filter};
    }

    componentWillReceiveProps(nextProps) {
        if (this.props.filter != nextProps.filter) {
            this.setState({filter: nextProps.filter});
        }
    }

    render() {
        return (
            <form>
                <div className=""form-group"">
                    <div className=""input-group"">
                        <div className=""input-group-addon"">Filter</div>
                        <input type=""text"" ref=""filterInput"" className=""form-control"" placeholder=""Search Benchmarks"" onKeyDown={this._onKeyDown.bind(this)} value={this.state.filter} onChange={this._onChange.bind(this)} />
                    </div>
                </div>
            </form>
        );
    }

    _runSearch() {
        MZBenchRouter.navigate(""/timeline"", {q: this.state.filter});
    }

    _onKeyDown(event) {
        if (event.key === 'Enter') {
            event.preventDefault();
            this._runSearch();
        }
    }

    _onChange(event) {
        this.setState({filter: event.target.value});

        if (this.autoSearchHandler) {
            clearTimeout(this.autoSearchHandler);
        }
        this.autoSearchHandler = setTimeout(() => this._runSearch(), this.props.autoSearchInterval);
    }
};

TimelineFilter.propTypes = {
    filter: React.PropTypes.string,
    autoSearchInterval: React.PropTypes.number
};

TimelineFilter.defaultProps = {
    autoSearchInterval: 500
};

export default TimelineFilter;
","Create a React component named `TimelineFilter`. This component should have a form with one `input` field that is used for filtering a timeline. The `input` field should have a placeholder that says ""Search Benchmarks"" and should update the state with its value when changed. The form should be submitted when the user presses the Enter key. The component should also have a function called `_runSearch` that is called when the form is submitted. This function should navigate to the ""/timeline"" route and pass the value of the `filter` state as a query parameter. The component should also have a function called `_onKeyDown` that is called when a key is pressed on the `input` field. This function should call the `_runSearch` function if the Enter key is pressed. Finally, the component should have a function called `_onChange` that is called when the value of the `input` field changes. This function should update the state with the new value of the `input` field and should call the `_runSearch` function after a delay. The default delay should be 500 milliseconds."
"import React from 'react';
import MobileTearSheet from '../../../MobileTearSheet';
import {List, ListItem} from 'material-ui/List';
import ContentInbox from 'material-ui/svg-icons/content/inbox';
import ActionGrade from 'material-ui/svg-icons/action/grade';
import ContentSend from 'material-ui/svg-icons/content/send';
import ContentDrafts from 'material-ui/svg-icons/content/drafts';
import Divider from 'material-ui/Divider';
import ActionInfo from 'material-ui/svg-icons/action/info';

const ListExampleSimple = () => (
  <MobileTearSheet>
    <List>
      <ListItem primaryText=""Inbox"" leftIcon={<ContentInbox />} />
      <ListItem primaryText=""Starred"" leftIcon={<ActionGrade />} />
      <ListItem primaryText=""Sent mail"" leftIcon={<ContentSend />} />
      <ListItem primaryText=""Drafts"" leftIcon={<ContentDrafts />} />
      <ListItem primaryText=""Inbox"" leftIcon={<ContentInbox />} />
    </List>
    <Divider />
    <List>
      <ListItem primaryText=""All mail"" rightIcon={<ActionInfo />} />
      <ListItem primaryText=""Trash"" rightIcon={<ActionInfo />} />
      <ListItem primaryText=""Spam"" rightIcon={<ActionInfo />} />
      <ListItem primaryText=""Follow up"" rightIcon={<ActionInfo />} />
    </List>
  </MobileTearSheet>
);

export default ListExampleSimple;
",Create a React component with a simple mobile tearsheet that includes a list with left icons for the first list and right icons for the second.
"import React from 'react';
import PropTypes from 'prop-types';
import { QueryRenderer, graphql } from 'react-relay';
import relayEnvironment from 'app/config/relay';
import PageError from 'app/components/Common/PageError';
import PageLoader from 'app/components/Common/PageLoader';
import StoreLayout from 'app/components/Store/Main/StoreLayout';
import CategoriesGrid from 'app/components/Store/Category/CategoriesGrid';
import Paper from 'app/components/Store/Main/Paper';

const CategoriesRoute = ({
  categories,
  history,
  notifier,
  viewer,
}) => (
  <StoreLayout
    notifier={notifier}
    viewer={viewer}
  >
    <Paper paddings={['top', 'bottom', 'left', 'right']}>
      <h1>Shop By Categories</h1>
      <p>It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters.</p>
    </Paper>
    <Paper paddings={['bottom', 'left', 'right']}>
      <CategoriesGrid
        categories={categories}
        onCategoryClick={(id) => history.push(`category/${id}`)}
      />
    </Paper>
  </StoreLayout>
);

CategoriesRoute.propTypes = {
  viewer: PropTypes.object.isRequired,
  notifier: PropTypes.object.isRequired,
  history: PropTypes.object.isRequired,
  categories: PropTypes.object.isRequired,
};

export default (props) => (
  <QueryRenderer
    environment={relayEnvironment}
    query={graphql`
      query CategoriesRouteQuery {
        categories {
          ...CategoriesGrid_categories
        }

        notifier {
          ...StoreLayout_notifier
        }

        viewer {
          ...StoreLayout_viewer
        }
      }
    `}
    render={({ error, props: relayProps }) => {
      if (error) {
        return <PageError error={error} />;
      }

      if (relayProps) {
        return <CategoriesRoute {...relayProps} {...props} />;
      }

      return <PageLoader />;
    }}
  />
);
","Generate a React component that lists categories from a Relay query and allows the user to navigate to a category page. The component should include a header, description, and grid of categories."
"import React from 'react';
import ProgressBar from 'ps-react/ProgressBar';

/** 10% progress */
export default function Example10Percent() {
  return <ProgressBar percent={10} width={150} />
}
",Create a simple React component that displays a progress bar with a specified width and a progress percentage of 10%.
"/**
 * External dependencies
 */

import React from 'react';
import { translate as __ } from 'i18n-calypso';
import { useSelector, useDispatch } from 'react-redux';

/**
 * Internal dependencies
 */

import Logic from '../logic';
import { DropdownText, MultiOptionDropdown } from 'wp-plugin-components';
import SearchFlags from 'component/search-flags';
import { setLabel } from 'state/search/action';
import { getLabel } from 'state/search/selector';

function setValues( values, changed, all ) {
	if ( changed === '' ) {
		return values.indexOf( '' ) === -1 ? [] : all;
	}

	return values.filter( ( item ) => item !== '' );
}

function getValues( values, allLength ) {
	if ( values.length === allLength ) {
		return [ '' ].concat( values );
	}

	return values;
}

function getOptions( options ) {
	return [
		{
			value: '',
			label: __( 'All' ),
		},
	].concat( options );
}

function FilterMember( props ) {
	const { disabled, item, onChange, schema, fetchData } = props;
	const { logic = 'include', values = [], flags = [ 'case' ] } = item;
	const remote = schema.options === 'api' ? fetchData : false;
	const { labels } = useSelector( ( state ) => state.search );
	const dispatch = useDispatch();

	const logicComponent = (
		<Logic
			type=""member""
			value={ logic }
			disabled={ disabled }
			onChange={ ( value ) => onChange( { logic: value, values: [] } ) }
		/>
	);

	if ( logic === 'contains' || logic === 'notcontains' ) {
		return (
			<>
				{ logicComponent }
				<DropdownText
					value={ values.length === 0 ? '' : values[ 0 ] }
					disabled={ disabled }
					onChange={ ( newValue ) => onChange( { values: [ newValue ] } ) }
				/>
				<SearchFlags
					flags={ flags }
					disabled={ disabled }
					onChange={ ( value ) => onChange( { flags: value } ) }
					allowRegex={ false }
					allowMultiline={ false }
				/>
			</>
		);
	}

	if ( remote ) {
		return (
			<>
				{ logicComponent }
				<DropdownText
					value={ values }
					disabled={ disabled }
					onChange={ ( newValue ) => onChange( { values: newValue } ) }
					fetchData={ remote }
					loadOnFocus={ schema.preload }
					maxChoices={ 20 }
					onlyChoices
					setLabel={ ( labelId, labelValue ) =>
						dispatch( setLabel( schema.column + '_' + labelId, labelValue ) )
					}
					getLabel={ ( labelId ) => getLabel( labels, schema.column + '_' + labelId ) }
				/>
			</>
		);
	}

	return (
		<>
			{ logicComponent }
			{ ! remote && (
				<MultiOptionDropdown
					options={ getOptions( schema.options ) }
					selected={ getValues( values, schema.options.length ) }
					onApply={ ( newValue, changed ) =>
						onChange( {
							values: setValues( newValue, changed, schema.options.map( ( item ) => item.value ) ),
						} )
					}
					multiple={ schema.multiple ?? true }
					disabled={ disabled }
					hideTitle
					title={ schema.title }
					badges
					customBadge={ ( selected ) => ( selected.length >= schema.options.length ? [ '' ] : selected ) }
				/>
			) }
		</>
	);
}

export default FilterMember;
","Design a filter for a search page that allows the user to select members using the following criteria:
- Whether the member(s) should be included or excluded from the search results.
- The specific member(s) to include or exclude.
- Additional search flags (e.g., case-sensitive search, regular expression search).
- If the member list is large, allow the user to search for specific members."
